date,description,category,type,amount
2025-07-29,Pesan makanan lewat GrabFood,Food & Dining,expense,70688
2024-11-20,Potongan layanan e-wallet,Other Expense,expense,78021
2025-03-15,Isi bensin Pertalite,Transportation,expense,231130
2025-06-04,Langganan Skillshare,Education,expense,1321444
2025-03-31,Komisi reseller,Business,income,3057690
2025-02-28,Ngopi bareng teman di KFC,Food & Dining,expense,66611
2025-01-16,Biaya admin bank,Other Expense,expense,440149
2024-10-27,Beli tiket bioskop XXI,Entertainment,expense,272417
2025-10-03,Bayar SPP anak,Education,expense,393480
2024-12-12,Donasi ke gereja,Gift & Donation,expense,115030
2025-10-20,Beli laptop di Tokopedia,Shopping,expense,4995399
2025-08-25,Bonus proyek akhir tahun,Salary,income,7222183
2025-07-31,Ngopi bareng teman di KFC,Food & Dining,expense,221555
2025-07-20,Denda keterlambatan kartu kredit,Other Expense,expense,57725
2025-02-22,Tes darah di klinik,Health & Medical,expense,1437322
2025-02-15,Refund tiket pesawat,Other Income,income,146826
2025-09-29,Beli game di Steam,Entertainment,expense,126751
2025-04-16,Isi bensin Pertalite,Transportation,expense,103227
2025-02-24,Penjualan produk handmade,Business,income,1678419
2025-02-25,Naik Transjakarta,Transportation,expense,240591
2025-08-15,Beli bunga untuk ibu,Gift & Donation,expense,487637
2025-08-07,Makan malam di Solaria,Food & Dining,expense,80839
2025-10-16,Pendapatan toko online,Business,income,869947
2025-06-04,Nonton konser K-pop,Entertainment,expense,204178
2025-05-02,Beli buku pelajaran,Education,expense,3137260
2025-07-29,Beli mainan anak di Gramedia,Shopping,expense,4165637
2025-05-15,Denda keterlambatan kartu kredit,Other Expense,expense,302696
2024-12-28,Les privat matematika,Education,expense,1578516
2025-01-01,Langganan Disney+,Entertainment,expense,642789
2025-10-16,Beli vitamin C di Guardian,Health & Medical,expense,1962227
2025-03-23,Bayar tagihan listrik,Bills & Utilities,expense,250400
2024-12-23,Beli sepatu di Shopee,Shopping,expense,554030
2025-06-30,Penjualan produk handmade,Business,income,1199566
2025-06-28,Tes darah di klinik,Health & Medical,expense,1219338
2024-12-27,Penjualan barang bekas,Other Income,income,81857
2025-04-07,Beli mainan anak di Gramedia,Shopping,expense,3638958
2024-12-31,Beli buku pelajaran,Education,expense,1503964
2025-05-24,Bayar SPP anak,Education,expense,374243
2025-10-09,Naik taksi Blue Bird,Transportation,expense,105351
2025-06-05,Beli laptop di Tokopedia,Shopping,expense,3598824
2025-07-26,Sarapan di Warung Nasi Uduk,Food & Dining,expense,210665
2024-11-26,Donasi ke gereja,Gift & Donation,expense,966432
2024-10-29,Pendapatan toko online,Business,income,9152657
2025-04-12,Bayar SPP anak,Education,expense,4697360
2025-05-29,Biaya admin bank,Other Expense,expense,359580
2025-05-23,Nonton konser K-pop,Entertainment,expense,607026
2025-01-03,Langganan Disney+,Entertainment,expense,231460
2025-05-15,Beli mainan anak di Gramedia,Shopping,expense,513829
2025-07-06,Nonton konser K-pop,Entertainment,expense,83894
2025-09-11,Beli buku pelajaran,Education,expense,615001
2025-04-29,Zakat bulanan,Gift & Donation,expense,378717
2025-01-15,Bayar tagihan listrik,Bills & Utilities,expense,928015
2025-04-10,Belanja baju di Zara,Shopping,expense,4986021
2025-05-16,Bayar iuran RT,Bills & Utilities,expense,1258610
2024-12-22,Bunga deposito bank,Other Income,income,474384
2025-08-04,Potongan layanan e-wallet,Other Expense,expense,422332
2025-01-10,Belanja baju di Zara,Shopping,expense,2548336
2025-03-20,Cek kesehatan rutin,Health & Medical,expense,1726763
2025-08-30,Beli game di Steam,Entertainment,expense,622893
2025-01-17,Bayar air PAM,Bills & Utilities,expense,1463326
2025-08-06,Bayar SPP anak,Education,expense,4235820
2025-02-11,Bayar iuran RT,Bills & Utilities,expense,1016452
2025-09-30,Langganan Disney+,Entertainment,expense,263101
2025-10-17,Bayar air PAM,Bills & Utilities,expense,878433
2025-04-13,Bayar air PAM,Bills & Utilities,expense,1126604
2025-06-08,Biaya admin bank,Other Expense,expense,250857
2025-07-13,Tunjangan makan bulanan,Salary,income,9062268
2025-04-09,Beli buku pelajaran,Education,expense,1440855
2025-02-12,Nonton konser K-pop,Entertainment,expense,484978
2025-04-09,Beli mainan anak di Gramedia,Shopping,expense,2212633
2025-06-21,Bayar air PAM,Bills & Utilities,expense,178111
2025-07-23,Ngopi bareng teman di KFC,Food & Dining,expense,82973
2025-04-24,Refund tiket pesawat,Other Income,income,155216
2025-01-09,Refund tiket pesawat,Other Income,income,311852
2024-12-20,Bayar kursus Python online,Education,expense,1401111
2024-11-23,Penjualan barang bekas,Other Income,income,163306
2025-09-06,Bayar tol Cikampek,Transportation,expense,57494
2025-08-16,Bayar tol Cikampek,Transportation,expense,98052
2025-06-03,Refund tiket pesawat,Other Income,income,48105
2025-06-02,Donasi ke gereja,Gift & Donation,expense,543359
2024-11-02,Hadiah ulang tahun untuk teman,Gift & Donation,expense,879287
2025-02-12,Ngopi bareng teman di KFC,Food & Dining,expense,223684
2025-10-04,Beli bunga untuk ibu,Gift & Donation,expense,678274
2025-08-01,Naik taksi Blue Bird,Transportation,expense,156384
2025-04-30,Donasi ke gereja,Gift & Donation,expense,551309
2025-06-20,Tes darah di klinik,Health & Medical,expense,177898
2025-04-13,Langganan Netflix Premium,Entertainment,expense,927425
2025-10-21,Zakat bulanan,Gift & Donation,expense,499761
2025-09-08,Denda keterlambatan kartu kredit,Other Expense,expense,274685
2025-03-26,Donasi ke gereja,Gift & Donation,expense,86596
2024-12-27,Bayar tol Cikampek,Transportation,expense,92880
2025-07-10,Tes darah di klinik,Health & Medical,expense,1597315
2025-03-05,Makan malam di Solaria,Food & Dining,expense,249910
2025-04-18,Beli vitamin C di Guardian,Health & Medical,expense,1662104
2025-07-09,Beli sepatu di Shopee,Shopping,expense,1372627
2025-01-20,Penarikan tunai ATM,Other Expense,expense,404295
2025-05-10,Isi bensin Pertalite,Transportation,expense,106206
2025-02-12,Beli buku pelajaran,Education,expense,3854832
2024-12-02,Beli kopi di Janji Jiwa,Food & Dining,expense,296314
2025-07-13,Tes darah di klinik,Health & Medical,expense,576042
2025-05-27,Pemasukan dari usaha laundry,Business,income,4555199
2025-02-16,Beli skincare di Watsons,Shopping,expense,1868708
2025-02-07,Belanja baju di Zara,Shopping,expense,1737183
2025-02-03,Pendapatan tambahan kecil,Other Income,income,48052
2025-03-05,Pendapatan tambahan kecil,Other Income,income,426053
2025-02-14,Pendapatan dari freelance,Salary,income,12921554
2025-08-22,Nonton konser K-pop,Entertainment,expense,603451
2025-03-22,Refund tiket pesawat,Other Income,income,267633
2025-02-28,Bayar SPP anak,Education,expense,1442403
2025-07-29,Komisi tambahan,Salary,income,14198484
2025-01-08,Beli mainan anak di Gramedia,Shopping,expense,3211125
2025-10-10,Langganan internet Biznet,Bills & Utilities,expense,1526087
2025-02-10,Langganan Skillshare,Education,expense,3767256
2025-05-05,Potongan layanan e-wallet,Other Expense,expense,15523
2025-07-26,Beli buku pelajaran,Education,expense,3008127
2025-03-08,Top up pulsa XL,Bills & Utilities,expense,322383
2024-12-22,Ngopi bareng teman di KFC,Food & Dining,expense,235775
2025-08-15,Beli obat flu di apotek,Health & Medical,expense,700910
2025-10-14,Pendapatan toko online,Business,income,2404042
2025-08-10,Bonus proyek akhir tahun,Salary,income,14184611
2025-06-18,Beli obat flu di apotek,Health & Medical,expense,723896
2025-08-06,Pendapatan toko online,Business,income,2765471
2024-10-23,Komisi reseller,Business,income,2541352
2025-09-18,Bayar iuran RT,Bills & Utilities,expense,1945542
2025-03-30,Sarapan di Warung Nasi Uduk,Food & Dining,expense,108911
2025-04-09,Ngopi bareng teman di KFC,Food & Dining,expense,269523
2024-12-11,Beli tiket bioskop XXI,Entertainment,expense,640599
2025-10-14,Penarikan tunai ATM,Other Expense,expense,242355
2025-01-27,Bonus proyek akhir tahun,Salary,income,13013696
2024-12-14,Beli game di Steam,Entertainment,expense,147674
2025-10-22,Pendapatan dari freelance,Salary,income,14862678
2025-05-07,Pembayaran dari klien,Business,income,2789288
2025-08-16,Konsultasi dokter gigi,Health & Medical,expense,1404997
2025-02-25,Pembayaran dari klien,Business,income,2180468
2025-08-07,Bunga deposito bank,Other Income,income,231091
2025-10-01,Naik Transjakarta,Transportation,expense,64354
2025-08-14,Naik taksi Blue Bird,Transportation,expense,185260
2025-06-22,Pesan makanan lewat GrabFood,Food & Dining,expense,295917
2024-10-26,Donasi ke gereja,Gift & Donation,expense,486544
2025-01-24,Pemasukan dari usaha laundry,Business,income,3403590
2025-06-16,Biaya transfer antar bank,Other Expense,expense,192154
2025-07-07,Bayar SPP anak,Education,expense,3906356
2025-03-11,Beli game di Steam,Entertainment,expense,399884
2024-12-11,Bunga deposito bank,Other Income,income,317055
2025-08-31,Denda keterlambatan kartu kredit,Other Expense,expense,40140
2025-07-13,Beli tiket bioskop XXI,Entertainment,expense,339697
2025-08-06,Beli bunga untuk ibu,Gift & Donation,expense,457171
2025-02-22,Pemasukan dari usaha laundry,Business,income,1769123
2025-06-23,Beli skincare di Watsons,Shopping,expense,1774760
2025-07-20,Langganan internet Biznet,Bills & Utilities,expense,174249
2025-01-04,Pembayaran dari klien,Business,income,8847671
2025-10-02,Langganan internet Biznet,Bills & Utilities,expense,1723351
2025-01-06,Beli tiket bioskop XXI,Entertainment,expense,755506
2025-04-27,Bayar iuran RT,Bills & Utilities,expense,1882863
2025-01-31,Beli tiket bioskop XXI,Entertainment,expense,49765
2025-01-19,Les privat matematika,Education,expense,816413
2025-05-16,Pembayaran dari klien,Business,income,4742797
2025-08-01,Bayar kursus Python online,Education,expense,3624889
2025-03-22,Pemasukan dari usaha laundry,Business,income,5571886
2025-03-31,Beli mainan anak di Gramedia,Shopping,expense,2134054
2025-09-25,Beli mainan anak di Gramedia,Shopping,expense,4205587
2025-02-06,Komisi tambahan,Salary,income,15610389
2025-01-26,Belanja baju di Zara,Shopping,expense,1464082
2025-03-24,Donasi ke gereja,Gift & Donation,expense,443531
2025-08-28,Sumbangan ke yayasan yatim,Gift & Donation,expense,73330
2025-10-01,Beli bunga untuk ibu,Gift & Donation,expense,120140
2025-01-16,Belanja baju di Zara,Shopping,expense,3691664
2024-12-01,Top up pulsa XL,Bills & Utilities,expense,140336
2025-04-03,Refund tiket pesawat,Other Income,income,487281
2025-10-14,Sumbangan ke yayasan yatim,Gift & Donation,expense,163025
2025-03-20,Langganan Netflix Premium,Entertainment,expense,479980
2025-08-23,Beli game di Steam,Entertainment,expense,473321
2025-03-17,Makan malam di Solaria,Food & Dining,expense,192482
2025-03-14,Beli kopi di Janji Jiwa,Food & Dining,expense,266317
2024-12-21,Parkir di kantor,Transportation,expense,237809
2025-01-26,Beli buku pelajaran,Education,expense,4704431
2025-09-06,Belanja baju di Zara,Shopping,expense,1236212
2024-11-21,Pemasukan dari usaha laundry,Business,income,5725045
2024-10-24,Bunga deposito bank,Other Income,income,327496
2025-06-19,Langganan Disney+,Entertainment,expense,275293
2025-03-05,Beli laptop di Tokopedia,Shopping,expense,3249781
2025-04-05,Les privat matematika,Education,expense,4009318
2025-07-30,Langganan Skillshare,Education,expense,3307133
2025-05-25,Cashback ShopeePay,Other Income,income,232020
2025-03-21,Tes darah di klinik,Health & Medical,expense,1277427
2025-01-31,Beli vitamin C di Guardian,Health & Medical,expense,1280560
2025-08-31,Beli tiket bioskop XXI,Entertainment,expense,141401
2025-08-31,Beli tiket bioskop XXI,Entertainment,expense,697316
2025-07-07,Isi bensin Pertalite,Transportation,expense,35706
2024-10-29,Refund tiket pesawat,Other Income,income,305338
2025-04-21,Beli vitamin C di Guardian,Health & Medical,expense,750240
2024-10-31,Bayar iuran RT,Bills & Utilities,expense,588353
2025-09-15,Komisi reseller,Business,income,2971259
2025-01-05,Bayar tagihan listrik,Bills & Utilities,expense,721427
2025-05-19,Pembayaran dari klien,Business,income,3065624
2025-05-17,Nonton konser K-pop,Entertainment,expense,609313
2025-06-14,Gaji bulanan dari perusahaan,Salary,income,5309038
2025-09-05,Pembayaran dari klien,Business,income,7649540
2024-11-28,Nonton konser K-pop,Entertainment,expense,413742
2025-03-26,Penjualan produk handmade,Business,income,3222998
2025-03-23,Pendapatan dari freelance,Salary,income,10034315
2025-09-21,Bayar iuran RT,Bills & Utilities,expense,283041
2025-01-15,Sarapan di Warung Nasi Uduk,Food & Dining,expense,248912
2025-03-23,Isi bensin Pertalite,Transportation,expense,180323
2025-10-05,Belanja baju di Zara,Shopping,expense,2504612
2024-11-07,Konsultasi dokter gigi,Health & Medical,expense,1778222
2025-04-04,Bayar air PAM,Bills & Utilities,expense,371940
2024-11-25,Pendapatan toko online,Business,income,7812788
2025-02-14,Bayar air PAM,Bills & Utilities,expense,300507
2025-05-26,Parkir di kantor,Transportation,expense,180525
2025-02-10,Pemasukan dari usaha laundry,Business,income,2322964
2025-08-03,Pesan makanan lewat GrabFood,Food & Dining,expense,76042
2025-06-09,Hadiah ulang tahun untuk teman,Gift & Donation,expense,641115
2024-11-24,Bayar iuran RT,Bills & Utilities,expense,349329
2025-08-03,Nonton konser K-pop,Entertainment,expense,324870
2025-03-09,Refund tiket pesawat,Other Income,income,290123
2025-03-14,Isi bensin Pertalite,Transportation,expense,33742
2025-04-19,Nonton konser K-pop,Entertainment,expense,490278
2025-08-31,Beli bunga untuk ibu,Gift & Donation,expense,659433
2024-12-17,Beli bunga untuk ibu,Gift & Donation,expense,436938
2025-02-06,Langganan Disney+,Entertainment,expense,434775
2025-04-27,Naik Transjakarta,Transportation,expense,73254
2025-02-02,Cek kesehatan rutin,Health & Medical,expense,1983542
2025-03-09,Penjualan produk handmade,Business,income,4810633
2025-02-05,Pembayaran dari klien,Business,income,8932065
2025-06-18,Beli bunga untuk ibu,Gift & Donation,expense,343114
2025-05-23,Beli mainan anak di Gramedia,Shopping,expense,4205628
2024-12-14,Sarapan di Warung Nasi Uduk,Food & Dining,expense,156409
2024-12-27,Langganan Netflix Premium,Entertainment,expense,137018
2025-09-03,Penjualan barang bekas,Other Income,income,488622
2025-01-23,Gaji bulanan dari perusahaan,Salary,income,8104722
2024-11-04,Langganan Disney+,Entertainment,expense,97200
2024-12-29,Les privat matematika,Education,expense,2074820
2025-07-25,Penarikan tunai ATM,Other Expense,expense,469074
2025-01-12,Cek kesehatan rutin,Health & Medical,expense,1522924
2025-10-09,Biaya admin bank,Other Expense,expense,455467
2025-04-25,Nonton konser K-pop,Entertainment,expense,683280
2025-02-19,Refund tiket pesawat,Other Income,income,238544
2025-02-23,Sarapan di Warung Nasi Uduk,Food & Dining,expense,277887
2025-04-21,Sumbangan ke yayasan yatim,Gift & Donation,expense,58264
2024-12-24,Donasi ke gereja,Gift & Donation,expense,377574
2025-04-13,Biaya transfer antar bank,Other Expense,expense,407188
2025-08-31,Cek kesehatan rutin,Health & Medical,expense,1330647
2025-05-09,Potongan layanan e-wallet,Other Expense,expense,120845
2025-09-04,Naik Transjakarta,Transportation,expense,27662
2025-01-08,Beli game di Steam,Entertainment,expense,173970
2024-11-20,Langganan Skillshare,Education,expense,4421530
2025-05-04,Biaya admin bank,Other Expense,expense,415914
2024-11-10,Beli game di Steam,Entertainment,expense,849532
2025-08-14,Beli kopi di Janji Jiwa,Food & Dining,expense,42402
2025-07-07,Penjualan produk handmade,Business,income,8820189
2025-04-02,Pemasukan dari usaha laundry,Business,income,1362534
2025-09-28,Pendapatan toko online,Business,income,2007240
2025-02-16,Beli skincare di Watsons,Shopping,expense,4382897
2025-05-30,Biaya transfer antar bank,Other Expense,expense,393725
2025-02-17,Belanja baju di Zara,Shopping,expense,2755213
2025-01-30,Konsultasi dokter gigi,Health & Medical,expense,1218935
2025-09-15,Parkir di kantor,Transportation,expense,195075
2025-03-04,Ngopi bareng teman di KFC,Food & Dining,expense,214968
2025-02-17,Tes darah di klinik,Health & Medical,expense,527845
2024-12-26,Penarikan tunai ATM,Other Expense,expense,365540
2025-08-03,Refund tiket pesawat,Other Income,income,375032
2025-08-01,Hadiah ulang tahun untuk teman,Gift & Donation,expense,481529
2025-01-04,Tes darah di klinik,Health & Medical,expense,393118
2025-01-15,Langganan Disney+,Entertainment,expense,46207
2025-05-30,Bayar tagihan listrik,Bills & Utilities,expense,1600284
2025-01-24,Isi bensin Pertalite,Transportation,expense,62412
2025-08-23,Cashback ShopeePay,Other Income,income,425161
2025-08-10,Les privat matematika,Education,expense,1369409
2025-03-06,Penjualan barang bekas,Other Income,income,431868
2025-08-29,Sarapan di Warung Nasi Uduk,Food & Dining,expense,223636
2025-05-26,Langganan Netflix Premium,Entertainment,expense,782055
2025-04-01,Bayar SPP anak,Education,expense,3123310
2025-01-17,Les privat matematika,Education,expense,2098455
2025-04-19,Penjualan produk handmade,Business,income,8901634
2025-08-13,Pendapatan dari freelance,Salary,income,13921835
2024-12-24,Beli vitamin C di Guardian,Health & Medical,expense,1514265
2024-11-05,Bayar SPP anak,Education,expense,428382
2025-04-12,Penjualan produk handmade,Business,income,2306478
